SpecID	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Species	Synonyms	AlternativeGenus	Subspecies	RemarksTaxonomy
S04710	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Gampsocleidini	Gampsocleis	Gampsocleis	Gampsocleis schelkovnikovae	.	.	.	.
S04720	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Gampsocleidini	Gampsocleis	Gampsocleis	Gampsocleis sedakovii	.	.	.	.
S04730	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Onconotini	Onconotus	Onconotus	Onconotus laxmanni	.	.	.	.
S04740	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Onconotini	Onconotus	Onconotus	Onconotus servillei	.	.	.	.
S04750	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera annamariae	.	.	.	.
S04760	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera astyla	.	.	.	.
S04770	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera bimucronata	.	.	.	.
S04780	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera cephalonica	.	.	.	.
S04790	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera chabrieri	"Eupholidoptera beybienkoi, Eupholidoptera marani"	.	including brunneri	.
S04800	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera cretica	.	.	.	.
S04810	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera danconai	.	.	.	.
S04820	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera epirotica	.	.	.	.
S04830	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera feri	.	.	.	.
S04840	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera forcipata	.	.	.	.
S04850	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera garganica	.	.	.	.
S04860	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera gemellata	.	.	.	.
S04870	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera giuliae	.	.	.	.
S04880	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera hesperica	.	.	.	.
S04890	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera icariensis	.	.	.	.
S04900	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera jacquelinae	.	.	.	.
S04910	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera kykladica	.	.	.	.
S04920	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera latens	.	.	.	.
S04930	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera leucasi	.	.	.	.
S04940	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera magnifica	.	.	.	.
S04950	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera mariannae	.	.	.	.
S04960	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera megastyla	Eupholidoptera kinzelbachi	.	.	.
S04970	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera pallipes	.	.	.	.
S04980	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera parsina	.	.	.	.
S04990	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera schmidti	.	.	.	.
S05000	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera smyrnensis	.	.	.	.
S05010	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera spinigera	.	.	.	.
S05020	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera tyrrhenica	.	.	.	.
S05030	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Eupholidoptera	Eupholidoptera	Eupholidoptera uvarovi	.	.	.	.
S05040	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Parapholidoptera	Parapholidoptera	Parapholidoptera castaneoviridis	.	.	.	.
S05050	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Parapholidoptera	Parapholidoptera	Parapholidoptera noxia	.	.	.	.
S05060	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Parapholidoptera	Parapholidoptera	Parapholidoptera signata	.	.	.	.
S05070	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera aptera	Pholidoptera ganevi	.	.	.
S05080	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera brevipes	.	.	.	.
S05090	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera dalmatica	.	.	.	.
S05100	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera ebneri	.	.	.	.
S05110	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera fallax	.	.	.	.
S05120	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera femorata	.	.	.	.
S05130	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera frivaldszkyi	.	.	.	.
S05140	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera griseoaptera	.	.	.	.
S05150	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera littoralis	.	.	.	.
S05160	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera lucasi	.	.	.	.
S05170	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera macedonica	.	.	.	.
S05180	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera pustulipes	.	.	.	.
S05190	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera rhodopensis	.	.	.	.
S05200	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera stankoi	.	.	.	.
S05210	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Pholidopterini	Pholidoptera	Pholidoptera	Pholidoptera transsylvanica	.	.	.	.
S05220	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Amedegnatiana	Amedegnatiana	Amedegnatiana vicheti	.	.	.	.
S05230	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus alpinus	.	.	.	.
S05240	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus apenninigenus	.	.	.	.
S05250	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus baracunensis	.	.	.	.
S05260	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus ghiliani	.	.	.	.
S05270	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus italoaustriacus	.	.	.	.
S05280	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus ligustinus	.	.	.	.
S05290	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus mercantouri	.	.	.	.
S05300	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus occidentalis	.	.	.	.
S05310	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus pusillus	.	.	.	.
S05320	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anonconotus	Anonconotus	Anonconotus sibyllinus	.	.	.	.
S05330	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Antaxius)	Antaxius (Antaxius) kraussii	.	.	.	.
S05340	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) beieri	.	.	.	.
S05350	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) chopardi	.	.	.	.
S05360	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) florezi	.	.	.	.
S05370	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) hispanicus	Antaxius capellei	.	.	.
S05380	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) pedestris	.	.	.	.
S05390	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) sorrezensis	.	.	.	.
S05400	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Chopardius)	Antaxius (Chopardius) spinibrachius	.	.	.	.
S05410	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Cyrnantaxius)	Antaxius (Cyrnantaxius) bouvieri	.	.	.	.
S05420	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Antaxius	Antaxius (Hoelzeliana)	Antaxius (Hoelzeliana) difformis	.	.	.	.
S05430	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Anterastes	Anterastes	Anterastes serbicus	.	.	.	.
S05440	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Bicolorana	Bicolorana	Bicolorana bicolor	Bicolorana helleri	.	.	.
S05450	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Bicolorana	Bicolorana	Bicolorana burri	.	.	.	.
S05460	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Bicolorana	Bicolorana	Bicolorana kraussi	Metrioptera kuntzeni	also Metrioptera	.	.
S05470	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Broughtonia	Broughtonia	Broughtonia arnoldi	.	also Metrioptera	.	.
S05480	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Broughtonia	Broughtonia	Broughtonia domogledi	.	also Metrioptera	.	.
S05490	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Bucephaloptera	Bucephaloptera	Bucephaloptera bucephala	.	.	.	.
S05500	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Incertana	Incertana	Incertana decorata	.	also Decorana	.	.
S05510	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Incertana	Incertana	Incertana drepanensis	.	.	.	.
S05520	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Incertana	Incertana	Incertana incerta	.	.	.	.
S05530	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera brachyptera	.	.	.	.
S05540	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera buyssoni	.	.	.	.
S05550	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera hoermanni	.	.	.	.
S05560	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera karnyana	.	.	.	.
S05570	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera maritima	.	.	.	.
S05580	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera prenjica	.	.	.	.
S05590	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera saussuriana	.	.	.	.
S05600	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metrioptera	Metrioptera	Metrioptera tsirojanni	.	.	.	.
S05610	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metriptera	Metriptera	Metriptera ambigua	.	.	.	.
S05620	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Metriptera	Metriptera	Metriptera caprai	.	.	.	.
S05630	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Modestana	Modestana	Modestana ebneri	.	.	.	.
S05640	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Modestana	Modestana	Modestana modesta	.	.	.	.
S05650	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Modestana	Modestana	Montana barretii	.	.	.	.
S05660	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana carpetana	.	.	.	.
S05670	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana decticiformis	.	.	.	.
S05680	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana eversmanni	.	.	.	.
S05690	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana macedonica	.	.	.	.
S05700	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana medvedevi	.	.	.	.
S05710	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana montana	.	.	.	.
S05720	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana striata	.	.	.	.
S05730	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Montana	Montana	Montana stricta	.	.	.	.
S05740	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Motana	Motana	Motana daghestanica	.	.	.	.
S05750	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pachytrachis	Pachytrachis	Pachytrachis bosniacus	.	.	.	.
S05760	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pachytrachis	Pachytrachis	Pachytrachis frater	.	.	.	.
S05770	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pachytrachis	Pachytrachis	Pachytrachis gracilis	.	.	.	.
S05780	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pachytrachis	Pachytrachis	Pachytrachis striolatus	.	.	.	.
S05790	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pachytrachis	Pachytrachis	Pachytrachis tumidus	.	.	.	.
S05800	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana chelmos	.	.	.	.
S05810	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana coracis	.	.	.	.
S05820	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana dirphys	.	.	.	.
S05830	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana fusca	.	.	.	.
S05840	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana gionica	.	.	.	.
S05850	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana menalon	.	.	.	.
S05860	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana nigromarginata	.	.	.	.
S05870	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana panaetolikon	.	.	.	.
S05880	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana parnassica	.	.	.	.
S05890	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana parnon	.	.	.	.
S05900	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana tenuis	.	.	.	.
S05910	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana tymphiensis	.	.	.	.
S05920	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Parnassiana	Parnassiana	Parnassiana tymphrestos	.	.	.	.
S05930	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis affinis	.	.	.	.
S05940	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis albopunctata	.	.	.	.
S05950	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis concii	.	.	.	.
S05960	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis escalerai	.	.	.	.
S05970	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis falx	.	.	.	.
S05980	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis grisea	.	.	.	.
S05990	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis iberica	.	.	.	.
S06000	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis intermedia	.	.	.	.
S06010	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis ragusai	misspelled Platycleis ragusei	.	.	.
S06020	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis romana	.	.	.	.
S06030	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis sabulosa	.	.	.	.
S06040	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Platycleis	Platycleis	Platycleis waltheri	.	.	.	.
S06050	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Psorodonotus	Psorodonotus	Psorodonotus fieberi	.	.	.	.
S06060	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Psorodonotus	Psorodonotus	Psorodonotus illyricus	.	.	.	.
S06070	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Psorodonotus	Psorodonotus	Psorodonotus macedonicus	.	.	.	.
S06080	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Psorodonotus	Psorodonotus	Psorodonotus specularis	.	.	.	.
S06090	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Psorodonotus	Psorodonotus	Psorodonotus venosus	.	.	.	.
S06100	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis berberica	.	.	.	.
S06110	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis cordubensis	.	.	.	.
S06120	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis elymica	.	.	.	.
S06130	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis lusitanica	.	.	.	.
S06140	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis pedata	Pterolepis parvula	.	.	.
S06150	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Pterolepis	Pterolepis	Pterolepis spoliata	.	.	.	.
S06160	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis agiostratica	.	also Pterolepis	.	.
S06170	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis anatolica	.	also Pterolepis	.	.
S06180	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis andikithirensis	.	also Pterolepis	.	.
S06190	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis annulata	.	also Pterolepis	.	.
S06200	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis baccettii	.	also Pterolepis	.	.
S06210	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis bonfilsi 	.	also Pterolepis	.	.
S06220	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis bucchicii	.	also Pterolepis	.	.
S06230	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis corsicana 	Rhacocleis minerva	also Pterolepis	.	.
S06240	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis crypta	.	.	.	.
S06250	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis derrai 	.	also Pterolepis	.	.
S06260	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis distinguenda	.	also Pterolepis	.	.
S06270	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis edentata	.	also Pterolepis	.	.
S06280	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis ferdinandi 	.	also Pterolepis	.	.
S06290	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis germanica	.	also Pterolepis	.	.
S06300	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis graeca	.	also Pterolepis	.	.
S06310	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis insularis	.	also Pterolepis	.	.
S06320	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis japygia	.	also Pterolepis	.	.
S06330	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis lithoscirtetes	.	.	.	.
S06340	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis maculipedes	Rhacocleis maculipedes	also Anataxius	.	apparently duplicated as Rhacocleis grisea in Species list Europe
S06350	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis neglecta	.	also Pterolepis	.	.
S06360	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis poneli	.	also Pterolepis	.	.
S06370	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis silvestrii	.	also Pterolepis	.	.
S06380	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis thyrrhenica	.	also Pterolepis	.	.
S06390	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis trilobata	.	also Pterolepis	.	.
S06400	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis uvarovi	.	also Pterolepis	.	.
S06410	Ensifera	Tettigonioidea	Tettigoniidae	Tettigoniinae	Platycleidini	Rhacocleis	Rhacocleis	Rhacocleis werneri	.	also Pterolepis	.	.
