SpecID	Suborder	Superfamily	Family	Subfamily	Tribe	Genus	Subgenus	Species	Synonyms	AlternativeGenus	Subspecies	RemarksTaxonomy
S01460	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Dolichopoda)	Dolichopoda (Dolichopoda) thasosensis	.	.	.	.
S01470	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Dolichopoda)	Dolichopoda (Dolichopoda) unicolor	.	.	.	.
S01480	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) cassagnaui	.	.	.	.
S01490	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) insignis	.	.	.	.
S01500	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) makrykapa	.	.	.	.
S01510	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) ochtoniai	.	.	.	.
S01520	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) petrochilosi	.	.	.	.
S01530	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) saraolacosi	.	.	.	.
S01540	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Dolichopodainae	Dolichopodaini	Dolichopoda	Dolichopoda (Petrochilosina)	Dolichopoda (Petrochilosina) vandeli	.	.	.	.
S01550	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Paratroglophilus)	Troglophilus (Paratroglophilus) neglectus	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01560	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Paratroglophilus)	Troglophilus (Paratroglophilus) ovuliformis	Troglophilus pretneri	.	.	inofficial name of tribe (only a single genus in subfamily)
S01570	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) andreinii	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01580	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) brevicauda	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01590	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) cavicola	Troglophilus bukovici	.	.	inofficial name of tribe (only a single genus in subfamily)
S01600	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) lagoi	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01610	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) lazaropolensis	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01620	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) marinae	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01630	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) spinulosus	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01640	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) zoiai	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01650	Ensifera	Rhaphidophoroidea	Rhaphidophoridae	Troglophilinae	Troglophilini	Troglophilus	Troglophilus (Troglophilus)	Troglophilus (Troglophilus) zorae	.	.	.	inofficial name of tribe (only a single genus in subfamily)
S01660	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Bradyporus	Bradyporus (Bradyporus)	Bradyporus (Bradyporus) dasypus	.	.	.	.
S01670	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Bradyporus	Bradyporus (Callimenus)	Bradyporus (Callimenus) macrogaster	.	.	.	.
S01680	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Bradyporus	Bradyporus (Callimenus)	Bradyporus (Callimenus) multituberculatus	.	.	including montandoni	.
S01690	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Bradyporus	Bradyporus (Callimenus)	Bradyporus (Callimenus) oniscus	.	.	.	.
S01710	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Bradygaster) 	Pycnogaster (Bradygaster) algecirensis	.	.	.	.
S01720	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Bradygaster) 	Pycnogaster (Bradygaster) gaditana	.	.	.	.
S01730	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Bradygaster) 	Pycnogaster (Bradygaster) inermis	.	.	.	.
S01700	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Bradygaster) 	Pycnogaster (Bradygaster) sanchezgomezi	.	.	.	.
S01750	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Pycnogaster)	Pycnogaster (Pycnogaster) cucullatus	.	.	.	.
S01760	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Pycnogaster)	Pycnogaster (Pycnogaster) graellsii	.	.	.	.
S01740	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Pycnogaster)	Pycnogaster (Pycnogaster) jugicola	.	.	.	.
S01770	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Bradyporini	Pycnogaster	Pycnogaster (Pycnogaster)	Pycnogaster (Pycnogaster) valentini	.	.	.	.
S01780	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Albarracinia	Albarracinia	Albarracinia zapaterii	.	also Ephippigerida	.	.
S01790	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Baetica	Baetica	Baetica ustulata	.	.	.	.
S01800	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Callicrania)	Callicrania (Callicrania) belarrensis	.	.	.	.
S01810	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Callicrania)	Callicrania (Callicrania) denticulata	.	.	.	.
S01820	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Callicrania)	Callicrania (Callicrania) plaxicauda	.	.	.	.
S01830	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Callicrania)	Callicrania (Callicrania) ramburii	.	.	.	.
S01840	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Mucrocallicrania)	Callicrania (Mucrocallicrania) demandae	.	.	.	.
S01850	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Mucrocallicrania)	Callicrania (Mucrocallicrania) faberi	.	also Platystolus	.	.
S01860	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Callicrania	Callicrania (Mucrocallicrania)	Callicrania (Mucrocallicrania) vicentae	.	.	.	.
S01870	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Coracinotus	Coracinotus	Coracinotus notarioi	.	.	.	.
S01880	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Coracinotus	Coracinotus	Coracinotus politus	.	also Steropleurus	.	.
S01890	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Coracinotus	Coracinotus	Coracinotus presai	.	.	.	.
S01900	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Coracinotus	Coracinotus	Coracinotus squamiferus	.	also Steropleurus	.	.
S01910	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Corsteropleurus	Corsteropleurus	Corsteropleurus chopardi	.	also Steropleurus	.	.
S01920	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger apulus	.	.	.	.
S01930	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger camillae	.	.	.	only holotype known
S01940	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger carlottae	.	.	.	.
S01950	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger cavannai	.	.	.	.
S01960	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger discoidalis	.	.	.	.
S01970	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger diurnus	.	.	.	.
S01980	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger ephippiger	.	.	.	.
S01990	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger melisi	.	.	.	.
S02000	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger perforatus	.	.	.	.
S02010	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger persicarius	.	.	.	.
S02020	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger provincialis	.	.	.	.
S02030	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger ruffoi	.	.	.	.
S02040	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger terrestris	.	.	.	.
S02050	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippiger	Ephippiger	Ephippiger zelleri	.	.	.	.
S02130	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida (Ephippigerida)	Ephippigerida (Ephippigerida) diluta	.	.	.	.
S02140	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida (Ephippigerida)	Ephippigerida (Ephippigerida) rosae	.	.	.	.
S02150	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida (Ephippigerida)	Ephippigerida (Lobionifera) laserena	.	.	.	.
S02060	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida areolaria	.	.	.	.
S02070	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida asella	.	.	.	.
S02080	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida carinata	.	.	.	.
S02090	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida longicauda	.	.	.	.
S02100	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida marceti	.	.	.	.
S02110	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida pantingana	.	.	.	.
S02120	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Ephippigerida	Ephippigerida	Ephippigerida saussureiana	.	.	.	.
S02160	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius anapaulae	.	.	.	.
S02170	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius asturiensis	.	also Steropleurus	.	.
S02180	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius eclipticus	.	.	.	.
S02190	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius nobrei	.	also Steropleurus	.	.
S02200	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius ortegai	.	also Steropleurus	.	.
S02210	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius panteli	.	also Steropleurus	.	.
S02220	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lluciapomaresius	Lluciapomaresius	Lluciapomaresius stalii	.	also Steropleurus	.	.
S02230	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Lucasinova	Lucasinova	Lucasinova nigromarginata	.	also Ephippigerida	.	.
S02240	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania barrosi	.	.	.	.
S02250	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania bolivarii	.	.	.	.
S02260	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania lusitanica	.	.	.	.
S02270	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania miegii	.	.	.	.
S02280	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania selligera	.	.	.	.
S02290	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Neocallicrania	Neocallicrania	Neocallicrania serrata	.	.	.	.
S02300	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Parasteropleurus	Parasteropleurus	Parasteropleurus balearicus	.	also Steropleurus	.	.
S02310	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Parasteropleurus	Parasteropleurus	Parasteropleurus martorellii	.	also Steropleurus	.	.
S02320	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Parasteropleurus	Parasteropleurus	Parasteropleurus perezi	.	also Steropleurus	.	.
S02330	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Platystolus	Platystolus	Platystolus martinezii	.	.	.	probably including Platystolus monticola (Fauna Catalonia)
S02340	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Platystolus	Platystolus	Platystolus surcularius	.	.	.	.
S02350	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Praephippigera	Praephippigera	Praephippigera pachygaster	.	.	.	.
S02360	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Sabaterpia	Sabaterpia	Sabaterpia hispanica	.	also Ephippigerida	.	.
S02370	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Sabaterpia	Sabaterpia	Sabaterpia paulinoi	.	also Ephippigerida	.	.
S02380	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Sabaterpia	Sabaterpia	Sabaterpia taeniata	.	also Ephippigerida	.	.
S02390	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Sorapagus	Sorapagus	Sorapagus catalaunicus	.	also Steropleurus	.	.
S02400	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus andalusius	.	.	.	.
S02410	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus brunneri	.	.	.	.
S02420	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus castellanus	.	.	.	.
S02430	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus flavovittatus	.	.	.	.
S02440	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus obsoletus	.	.	.	.
S02450	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus pseudolus	.	.	.	.
S02460	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Steropleurus	Steropleurus	Steropleurus recticarinatus	.	.	.	.
S02470	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Synephippius	Synephippius	Synephippius obvius	.	also Platystolus	.	.
S02480	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus agarenus	.	.	.	.
S02490	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus annae	.	also Steropleurus	.	.
S02500	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus bonneti	.	.	.	.
S02510	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus brevicollis	.	.	.	.
S02520	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus dyrrhachiacus	.	.	.	.
S02530	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus elegans	.	.	.	.
S02540	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus maroccanus	.	.	.	.
S02550	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus riggioi	.	.	.	.
S02560	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus rugosicollis	.	.	.	.
S02570	Ensifera	Tettigonioidea	Tettigoniidae	Bradyporinae	Ephippigerini	Uromenus	Uromenus	Uromenus siculus	.	.	.	.
S02590	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) concolor	.	.	.	.
S02600	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) dorsalis	.	.	.	.
S02610	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) ebneri	.	.	.	.
S02620	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) fuscus	.	.	.	.
S02630	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) hastatus	.	.	.	.
S02640	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Anisoptera)	Conocephalus (Anisoptera) kisi	.	.	.	.
S02650	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus (Conocephalus)	Conocephalus (Conocephalus) conocephalus	.	.	.	.
S02580	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Conocephalini	Conocephalus	Conocephalus	Conocephalus grebenchikovi	.	.	.	.
S02660	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Copiphorini	Ruspolia	Ruspolia	Ruspolia differens	.	.	.	.
S02670	Ensifera	Tettigonioidea	Tettigoniidae	Conocephalinae	Copiphorini	Ruspolia	Ruspolia	Ruspolia nitidula	.	.	.	.
S02680	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Canariola	Canariola	Canariola emarginata 	.	.	.	.
S02690	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Canariola	Canariola	Canariola quinonesi	.	.	.	.
S02700	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Cyrtaspis	Cyrtaspis	Cyrtaspis scutata	.	.	.	.
S02710	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Cyrtaspis	Cyrtaspis	Cyrtaspis tuberculata	.	.	.	.
S02720	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Meconema	Meconema	Meconema meridionale	.	.	.	.
S02730	Ensifera	Tettigonioidea	Tettigoniidae	Meconematinae	Meconematini	Meconema	Meconema	Meconema thalassinum	.	.	.	.
S02740	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Acrometopini	Acrometopa	Acrometopa	Acrometopa cretensis	.	.	.	.
S02750	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Acrometopini	Acrometopa	Acrometopa	Acrometopa italica	.	.	.	.
S02760	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Acrometopini	Acrometopa	Acrometopa	Acrometopa macropoda	.	.	.	.
S02770	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Acrometopini	Acrometopa	Acrometopa	Acrometopa servillea	.	.	.	.
S02780	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Acrometopini	Acrometopa	Acrometopa	Acrometopa syriaca	.	.	.	.
S02790	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Ancistrura	Ancistrura	Ancistrura nigrovittata	.	.	.	.
S02800	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Andreiniimon	Andreiniimon	Andreiniimon nuptialis	.	.	.	.
S02810	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes alpinus	.	.	.	.
S02820	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes constrictus	.	.	.	.
S02830	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes fischeri	.	.	.	.
S02840	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes kaltenbachi	.	.	.	.
S02850	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes obtusus	.	.	.	.
S02860	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes ocskayi	.	.	.	.
S02870	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes serricauda	.	.	.	.
S02880	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes vicetinus	.	.	.	.
S02890	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Barbitistes	Barbitistes	Barbitistes yersini	.	.	.	.
S02900	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Euconocercus	Euconocercus	Euconocercus caucasicus	.	.	.	.
S02910	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isoimon	Isoimon	Isoimon riabovi 	.	.	.	.
S02920	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya amplipennis	.	.	.	.
S02930	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya andreevae	.	.	.	.
S02940	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya beibienko	.	.	.	.
S02950	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya boldyrevi	.	.	.	.
S02960	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya brevicauda	.	.	.	.
S02970	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya brunneri	.	.	.	.
S02980	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya bucovinensis	.	.	.	.
S02990	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya bureschi	.	.	.	.
S03000	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya camptoxypha	Isophya brevipennis	.	.	.
S03010	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya ciucasi	.	.	.	.
S03020	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya clara	.	.	.	.
S03030	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya costata	.	.	.	.
S03040	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya dobrogensis	.	.	.	.
S03050	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya dochia	.	.	.	.
S03060	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya doneciana	.	.	.	.
S03070	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya fatrensis	.	.	.	.
S03080	Ensifera	Tettigonioidea	Tettigoniidae	Phaneropterinae	Barbitistini	Isophya	Isophya	Isophya gulae	.	.	.	.
